,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"1059","4185 ","BatConfig_Control_Bits","U16",,,,,"RW","Resume discharging when ""battery voltage > minimum discharge voltage + resuming discharge voltage increment"".""",,
,"105A","4186 ","BatConfig_Voltage_Float","U16","0,1","V",,,"RW","Battery Parameters - Function Control Bits
Bit0: SOC control disable (0: use SOC; 1: disable SOC)",,
,"105B",,,,,,,,,,,
,"105C",,,,,,,,,,,
,"105D",,,,,,,,,,,
,"105E",,,,,,,,,,,
,"105F",,,,,,,,,,,
,"1060","4192 ","PCCSampleMode","U16",,,0,2,"RW","PCC power acquisition device configuration
0: not used
1: Electricity meter
2: CT
3: ARPC","End User",
,"1061","4193 ","Resonance_Sensitivity","U16",,,1,100,"RW","Resonance detection sensitivity","End User",
,"1062",,,,,,,,,,,
,"1063",,,,,,,,,,,
,"1064",,,,,,,,,,,
,"1065",,,,,,,,,,,
,"1066",,,,,,,,,,,
,"1067",,,,,,,,,,,
,"1068",,,,,,,,,,,
,"1069",,,,,,,,,,,
,"106A",,,,,,,,,,,
,"106B",,,,,,,,,,,
,"106C",,,,,,,,,,,
,"106D",,,,,,,,,,,
,"106E",,,,,,,,,,,
,"106F",,,,,,,,,,,
,"1070",,,,,,,,,,,
,"1071",,,,,,,,,,,
,"1072",,,,,,,,,,,
,"1073",,,,,,,,,,,
,"1074",,,,,,,,,,,
,"1075",,,,,,,,,,,
,"1076",,,,,,,,,,,
,"1077",,,,,,,,,,,
,"1078",,,,,,,,,,,
,"1079",,,,,,,,,,,
,"107A",,,,,,,,,,,
,"107B",,,,,,,,,,,
,"107C",,,,,,,,,,,
,"107D",,,,,,,,,,,
,"107E",,,,,,,,,,,
,"107F",,,,,,,,,,,
,"1080","4224 ","AddressMask_Config_Basic3","U64",,,,,"R","Each Character in this field, will verify the validity of 64 addresses. Bit4 represents the address where the highest bit address of this field plus 1,                                                             0 means invalid; 1 means valid.","Installer",
,"1081",,,,,,,,,,"Installer",
,"1082",,,,,,,,,,"Installer",
,"1083",,,,,,,,,,"Installer",
,"1084","4228 ","Arcing_Alarm_Enable","U16",,,,,"RW","Enable ARC testing","Installer",
,"1085","4229 ","PeakToPeakSet","U16",1,,"0x64",,"RW","Peak-to-peak setting","Installer",
,"1086","4230 ","VarianceSet","U16",1,,"0x95",,"RW","Variance setting","Installer",
,"1087","4231 ","HarmonicEnergySet","U16",1,,"0x01",,"RW","Harmonic energy setting","Installer",
,"1088","4232 ","AmplitudeVarianceSet","U16",1,,"0x01",,"RW","Magnitude variance setting","Installer",
,"1089","4233 ","TimeDomWeiSet","U16",1,,"0x01",,"RW","Time domain weight setting","Installer",
,"108A","4234 ","FreDomWeiSet","U16",1,,"0x05",,"RW","Frequency domain weight setting","Installer",
,"108B","4235 ","ArcDetectSensitivity","U16",1,,"0x14",,"RW","Arc detection sensitivity","Installer",
,"108C","4236 ","ArcAlarmShutdownThreshold","U16",1,,"0x05",,"RW","Arc Alarm Count Shutdown Threshold","Installer",
,"108D","4237 ","ArcSelfCheckCommand","U16",,,"0x01",,"RW","Write 1 to start self-test (self-test all channels).
Auto-zero at the end of self-test.","Installer",
,"108E","4238 ","ArcingAlarmClear","U16",1,,"0x1234","0x1234","RW","Write 0x1234 to clear arc alarm (all channels)","Installer",
,"108F","4239 ","ArcAlarmCnt","U16",1,,,,"RW","Arc Alarm Count","Installer",
,"1090","4240 ","AfciResult","U16",1,,,,"R","Handshake result","Installer",
,"1091","4241 ","SelfCheckResult","U16",,,,,"R","Bit0-Channel 1 self-test result (0 self-test success; 1 self-test failure or no self-test)
Bit1-Channel 2,Bit2-Channel 3,Bit3-Channel 4,Bit4-Channel 5,Bit5-Channel 6,
","Installer",
,"1092","4242 ","SelfCheckState","U16",,,,,"R","Channel self-test status
0: No self-test
1: Self-test in progress
2: Self-test completed
","Installer",
,"1093",,,,,,,,,,,
,"1094",,,,,,,,,,,
,"1095",,,,,,,,,,,
,"1096",,,,,,,,,,,
,"1097",,,,,,,,,,,
,"1098",,,,,,,,,,,
,"1099",,,,,,,,,,,
,"109A",,,,,,,,,,,
,"109B",,,,,,,,,,,
,"109C",,,,,,,,,,,
,"109D",,,,,,,,,,,
,"109E",,,,,,,,,,,
,"109F",,,,,,,,,,,
,"10A0","4256 ","PLC_Enable_Setting","U16",,,,,"RW",,,
,"10A1","4257 ","PLC_Com_Property","U16","NULL","NULL",0,,"RW","bit0-bot1:0~1 corresponds to 1/1.5
Bit2~bit4:0~7 correspond to three verification methods: NONE/odd/EVEN
bit5~bit7 0~3 corresponding to 8/9l two data bit lengths
bit8~15 0~7 corresponding to 4800/9600/19200/38400/115200","End User",
,"10A2",,,,,,,,,,,
,"10A3",,,,,,,,,,,
,"10A4",,,,,,,,,,,
,"10A5","4261 ","BLE_Enable_Setting","U16","NULL","NULL",0,1,"RW",,,
,"10A6","4262 ","BLE_Com_Property","U16","NULL","NULL",0,65535,"RW","bit0-bot1:0~1 corresponds to 1/1.5
Bit2~bit4:0~7 correspond to three verification methods: NONE/odd/EVEN
bit5~bit7 0~1 corresponding to 8/9l two data bit lengths
bit8~15 0~7 corresponding to 4800/9600/19200/38400/115200",,
,"10A7",,,,,,,,,,,
,"10A8",,,,,,,,,,,
,"10A9",,,,,,,,,,,
,"10AA",,,,,,,,,,,
,"10AB",,,,,,,,,,,
,"10AC",,,,,,,,,,,
,"10AD",,,,,,,,,,,
,"10AE",,,,,,,,,,,
,"10AF",,,,,,,,,,,
,"10B0","4272 ","PID_Auto_running_enable","U16",,,0,1,"RW","PID starts to run automatically.
0 means disabled; 1 means enabled.","End User",
,"10B1","4273 ","PID_Working_Start_Time","BCD16",1,"Minute",0,2359,"RW","PID work start time (BCD code).
For example: the minimum value 0x0000 means 00:00;
The maximum value of 0x2359 means 23:59.","End User",
,"10B2","4274 ","PID_Working_Hours","U16",1,"Minute",0,65535,"RW","PID working hours.","End User",
,"10B3","4275 ","PID_Working_PV_Threshold","U16","0,1","V",0,65535,"RW","PID starts the PV value threshold.
When the PV voltage is lower than the threshold value, PID is allowed to start.","End User",
,"10B4","4276 ","PID_Break_Restart_Delay","U16",1,"Minute",0,65535,"RW","Waiting time for restart after PID fault is closed.","End User",
,"10B5",,,,,,,,,,,
,"10B6",,,,,,,,,,,
,"10B7",,,,,,,,,,,
,"10B8",,,,,,,,,,,
,"10B9",,,,,,,,,,,
,"10BA",,,,,,,,,,,
,"10BB",,,,,,,,,,,
,"10BC",,,,,,,,,,,
,"10BD",,,,,,,,,,,
,"10BE",,,,,,,,,,,
,"10BF",,,,,,,,,,,
,"10C0",,,,,,,,,,,
,"10C1",,,,,,,,,,,
,"10C2",,,,,,,,,,,
,"10C3",,,,,,,,,,,
,"10C4",,,,,,,,,,,
,"10C5",,,,,,,,,,,
,"10C6",,,,,,,,,,,
,"10C7",,,,,,,,,,,
,"10C8",,,,,,,,,,,
,"10C9",,,,,,,,,,,
,"10CA",,,,,,,,,,,
,"10CB",,,,,,,,,,,
,"10CC",,,,,,,,,,,
,"10CD",,,,,,,,,,,
,"10CE",,,,,,,,,,,
,"10CF",,,,,,,,,,,
,"10D0",,,,,,,,,,,
,"10D1",,,,,,,,,,,
,"10D2",,,,,,,,,,,
,"10D3",,,,,,,,,,,
,"10D4",,,,,,,,,,,
,"10D5",,,,,,,,,,,
,"10D6",,,,,,,,,,,
,"10D7",,,,,,,,,,,
,"10D8",,,,,,,,,,,
,"10D9",,,,,,,,,,,
,"10DA",,,,,,,,,,,
,"10DB",,,,,,,,,,,
,"10DC",,,,,,,,,,,
,"10DD",,,,,,,,,,,
,"10DE",,,,,,,,,,,
,"10DF",,,,,,,,,,,
,"10E0",,,,,,,,,,,
,"10E1",,,,,,,,,,,
,"10E2",,,,,,,,,,,
,"10E3",,,,,,,,,,,
,"10E4",,,,,,,,,,,
,"10E5",,,,,,,,,,,
,"10E6",,,,,,,,,,,
,"10E7",,,,,,,,,,,
,"10E8",,,,,,,,,,,
,"10E9",,,,,,,,,,,
,"10EA",,,,,,,,,,,
,"10EB",,,,,,,,,,,
,"10EC",,,,,,,,,,,
,"10ED",,,,,,,,,,,
,"10EE",,,,,,,,,,,
,"10EF",,,,,,,,,,,
,"10F0",,,,,,,,,,,
,"10F1",,,,,,,,,,,
,"10F2",,,,,,,,,,,
,"10F3",,,,,,,,,,,
,"10F4",,,,,,,,,,,
,"10F5",,,,,,,,,,,
,"10F6",,,,,,,,,,,
,"10F7",,,,,,,,,,,
,"10F8",,,,,,,,,,,
,"10F9",,,,,,,,,,,
,"10FA",,,,,,,,,,,
,"10FB",,,,,,,,,,,
,"10FC",,,,,,,,,,,
,"10FD",,,,,,,,,,,
,"10FE",,,,,,,,,,,
,"10FF",,,,,,,,,,,
,,,,,,,,,,,,
"Remote control (0x1100-0x12FF)",,,,,,,,,,,,
,"1100","4352 ","AddressMask_Config_Remote1","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above and including the address of this field. bit4 represents the address where the highest bit of this field plus 1 is located.
0 means invalid; 1 means valid.","End User",
,"1101",,,,,,,,,,,
,"1102",,,,,,,,,,,
,"1103",,,,,,,,,,,
,"1104","4356 ","Remote_On_Off_Control","U16",,,0,1,"RW","Remote power on/off.
0x0000: power off
0x0001: power on","End User",
,"1105","4357 ","Power_Control","U16",,,,,"RWV","Power control.
Bit0: active (address 0x1106) enable bit
Bit1: Reactive (address 0x1107-0x1108) enable bit
Bit2: Reactive mode selection bit (0: Reactive_Power; 1: Power_Factor)
Bit3: SVG enable bit
Bit4: SVG reactive mode selection bit (0: Fixed_Reactive_Power; 1: Reactive_Power)","End User",
,"1106","4358 ","Active_Power_Export_Limit","U16","0,1","%",0,1000,"RWV","Output maximum active power percentage","End User",
,"1107","4359 ","Active_Power_Import_Limit","U16","0,1","%",0,1000,"RWV","Input maximum active power percentage","End User",
,"1108","4360 ","Reactive_Power_Setting","I16","0,1","%",-1000,1000,"RWV","Percentage of reactive power.
Note: The maximum reactive power is limited by the specific model.","End User",
,"1109","4361 ","Power_Factor_Setting","I16","0,01","p.u.",-100,100,"RWV","Power factor.
Note: The minimum power factor is limited by the specific model.","End User",
,"110A","4362 ","Active_Power_Limit_Speed","U16",1,"%",1,65535,"RWV","Active power limit change rate","End User",
,"110B","4363 ","Reactive_Power_Response_Time","U16","0,1","second",0,65535,"RWV","Reactive power setting response time","End User",
,"110C","4364 ","SVG_Fixed_Reactive_Power_Setting","I16","0,1","kVar",-32768,32767,"RWV","Fixed reactive power magnitude in SVG mode","End User",
,"110D",,,,,,,,,,"End User",
,"110E",,,,,,,,,,"End User",
,"110F",,,,,,,,,,"End User",
,"1110","4368 ","Energy_Storage_Mode_Control","U16",,,0,4,"RW","Energy storage working mode setting;
0: Spontaneous self-use mode
1: Time-of-use electricity price model
2: Timing charging and discharging mode
3: Passive mode
4: Peak clipping mode
5: Off-grid mode
6：Generator mode
Used to change the working mode.","End User",
,"1111","4369 ","Timing_ID","U16",,,0,3,"RW","Timed charging and discharging-rule number;
The smaller the serial number, the higher the priority.
After successfully writing to this register, the timing charge and discharge parameters will be updated to the parameters corresponding to the written serial number.","End User",
,"1112","4370 ","Timing_On_Off_Control","U16",,,0,1,"RW","Timing charge and discharge-enable control;
Bit0: charge enable
Bit1: Discharge enable","End User",
,"1113","4371 ","Timing_Charge_Start","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. Charging start hour
Low byte. Charging start minutes","End User",
,"1114","4372 ","Timing_Charge_End","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. Charging end hour
Low byte. Minutes after charging","End User",
,"1115","4373 ","Timing_Discharge_Start","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. Discharge start hour
Low byte. Discharge start minute","End User",
,"1116","4374 ","Timing_Discharge_End","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. End of discharge hour
Low byte. Minutes after discharge","End User",
,"1117","4375 ","Timing_Power_Charge","U32",1,"W",1,"4294967296 ","RW","Timed charging and discharging-charging power","End User",
,"1118",,,,,,,,,,"End User",
,"1119","4377 ","Timing_Power_Discharge","U32",1,"W",1,"4294967296 ","RW","Timing charge and discharge-discharge power","End User",
,"111A",,,,,,,,,,"End User",
,"111B","4379 ","Timing_Rsvd1",,,,,,,"Timed charge and discharge-reserved 1","End User",
,"111C","4380 ","Timing_Rsvd2",,,,,,,"Timed charge and discharge-reserved 2","End User",
,"111D","4381 ","Timing_Rsvd3",,,,,,,"Timed charge and discharge-reserved 3","End User",
,"111E","4382 ","Timing_Rsvd4",,,,,,,"Timed charge and discharge-reserved 4","End User",
,"111F","4383 ","Timing_Control","U16",,,1,1,"RW","Timing charge and discharge write control;
When the written value is 1, the value in the shadow register of timing charge and discharge is updated to the system timing charge and discharge configuration;
When reading, return the status of the last write operation:
0x0000: success
0x0001: operating
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter storage failed
0xFFFF: The operation failed, and the input parameters are incorrect","End User",
,"1120","4384 ","TOU_ID","U16",,,0,7,"RW","Time-of-use electricity price-rule number;
The smaller the serial number, the higher the priority.
After successfully writing to this register, the time-of-use electricity price parameter will be updated to the parameter corresponding to the written serial number.","End User",
,"1121","4385 ","TOU_On_Off_Control","U16",,,0,1,"RW","Time-of-use price-rule enable;
0: disabled
1: enable","End User",
,"1122","4386 ","TOU_Charge_Start","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. Charging start hour
Low byte. Charging start minutes","End User",
,"1123","4387 ","TOU_Charge_End","U16","1
1","Hour
Minute","0
0","23
59","RW","High byte. Charging end hour
Low byte. Minutes after charging","End User",
,"1124","4388 ","TOU_Charge_Target_SOC","U16",1,"%",30,100,"RW","Time-of-use price-mandatory charging cut-off SOC;
The percentage of remaining power. When the current SOC of the battery reaches the value of this register, the forced charging ends and enters the spontaneous self-use mode, while discharging is prohibited.","End User",
,"1125","4389 ","TOU_Charge_Power","U32",1,"W",1,"4294967296 ","RW","Time-of-use price-mandatory charging power;
The set value cannot exceed the rated power of the machine.","End User",
,"1126",,,,,,,,,,,
,"1127","4391 ","TOU_Executed_Date_Start","U16","1
1","Month
Date","1
1","12
31","RW","High byte. The month when the rule becomes effective
Low byte. Effective date of the rule","End User",
,"1128","4392 ","TOU_Executed_Date_End","U16","1
1","Month
Date","1
1","12
31","RW","High byte. The month when the rule ceases to take effect
Low byte. The date when the rule ceases to take effect","End User",
,"1129","4393 ","TOU_Executed_Day_of_Week","U16",,,,,"RW","Time-of-use electricity price-week when the rule takes effect;
This register is represented by a bit field, a bit of 0 indicates an invalid day of the week, and a bit of 1 indicates a valid day of the week
Bit0: Monday
Bit1: Tuesday
Bit2: Wednesday
Bit3: Thursday
Bit4: Friday
Bit5: Saturday
Bit6: Sunday","Installer",
,"112A","4394 ","TOU_Rsvd1",,,,,,,"Time-of-use energy price-reserved 1","End User",
,"112B","4395 ","TOU_Rsvd2",,,,,,,"Time-of-use energy price-reserved 2","End User",
,"112C","4396 ","TOU_Rsvd3",,,,,,,"Time-of-use energy price-reserved 3","End User",
,"112D","4397 ","TOU_Rsvd4",,,,,,,"Time-of-use energy price-reserved 4","End User",
,"112E","4398 ","TOU_Rsvd5",,,,,,,"Time-of-use energy price-reserved 5","End User",
,"112F","4399 ","TOU_Control","U16",,,1,1,"RW","Time-of-use energy price-write control;
When the written value is 1, the value in the shadow register of the time-of-use electricity price is updated to the system time-of-use electricity price configuration;
When reading, return the status of the last write operation:
0x0000: success
0x0001: operating
0xFFFB: The operation failed and the controller refused to respond (maybe the controller is busy or the configuration is wrong)
0xFFFC: The operation failed and the controller did not respond
0xFFFD: Operation failed, current function is forbidden
0xFFFE: Operation failed, parameter storage failed
0xFFFF: The operation failed, and the input parameters are incorrect","End User",
,"1130","4400 ","Peak_Shaving_Discharge_Threshold","U32",1,"W",100,,"RW","The power limit that allows the system to buy electricity from the grid","End User",
,"1131",,,,,,,,,,"End User",
,"1132","4402 ","Peak_Shaving_Charge_Threshold","U32",1,"W",100,,"RW","The power cap that allows the system to sell electricity to the grid","End User",
,"1133",,,,,,,,,,"End User",
,"1134",,,,,,,,,,,
,"1135",,,,,,,,,,,
,"1136",,,,,,,,,,,
,"1137",,,,,,,,,,,
,"1138",,,,,,,,,,,
,"1139",,,,,,,,,,,
,"113A",,,,,,,,,,,
,"113B",,,,,,,,,,,
,"113C",,,,,,,,,,,
,"113D",,,,,,,,,,,
,"113E",,,,,,,,,,,
,"113F",,,,,,,,,,,
,"1140","4416 ","AddressMask_Config_Remote2","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ","End User",
,"1141",,,,,,,,,,,
,"1142",,,,,,,,,,,
,"1143",,,,,,,,,,,
,"1144","4420 ","Off_Grid_Charge_Source","U16",,,0,2,"RW","Off-grid mode-charging source selection:
0: Grid
1: Generator
2: reserved",,
,"1145","4421 ","Off_Grid_Grid_Power","U16","0,01","kW",0,65535,"RW","Off-grid mode-power drawn from the grid",,
,"1146","4422 ","Off_Grid_DG_Power","U16","0,01","kW",0,65535,"RW","Off-grid mode-generator power",,
,"1147",,,,,,,,,,,
,"1148",,,,,,,,,,,
,"1149",,,,,,,,,,,
,"114A",,,,,,,,,,,
,"114B",,,,,,,,,,,
,"114C",,,,,,,,,,,
,"114D",,,,,,,,,,,
,"114E",,,,,,,,,,,
,"114F",,,,,,,,,,,
,"1150",,,,,,,,,,,
,"1151",,,,,,,,,,,
,"1152",,,,,,,,,,,
,"1153",,,,,,,,,,,
,"1154",,,,,,,,,,,
,"1155",,,,,,,,,,,
,"1156",,,,,,,,,,,
,"1157",,,,,,,,,,,
,"1158",,,,,,,,,,,
,"1159",,,,,,,,,,,
,"115A",,,,,,,,,,,
,"115B",,,,,,,,,,,
,"115C",,,,,,,,,,,
,"115D",,,,,,,,,,,
,"115E",,,,,,,,,,,
,"115F",,,,,,,,,,,
,"1160",,,,,,,,,,,
,"1161",,,,,,,,,,,
,"1162",,,,,,,,,,,
,"1163",,,,,,,,,,,
,"1164",,,,,,,,,,,
,"1165",,,,,,,,,,,
,"1166",,,,,,,,,,,
,"1167",,,,,,,,,,,
,"1168",,,,,,,,,,,
,"1169",,,,,,,,,,,
,"116A",,,,,,,,,,,
,"116B",,,,,,,,,,,
,"116C",,,,,,,,,,,
,"116D",,,,,,,,,,,
,"116E",,,,,,,,,,,
,"116F",,,,,,,,,,,
,"1170",,,,,,,,,,,
,"1171",,,,,,,,,,,
,"1172",,,,,,,,,,,
,"1173",,,,,,,,,,,
,"1174",,,,,,,,,,,
,"1175",,,,,,,,,,,
,"1176",,,,,,,,,,,
,"1177",,,,,,,,,,,
,"1178",,,,,,,,,,,
,"1179",,,,,,,,,,,
,"117A",,,,,,,,,,,
,"117B",,,,,,,,,,,
,"117C",,,,,,,,,,,
,"117D",,,,,,,,,,,
,"117E",,,,,,,,,,,
,"117F",,,,,,,,,,,
,"1180","4480 ","AddressMask_Config_Remote3","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ","End User",
,"1181",,,,,,,,,,"End User",
,"1182",,,,,,,,,,"End User",
,"1183",,,,,,,,,,"End User",
,"1184","4484 ","Passive_Timeout","U16",1,"Second",0,65535,"RW","Passive mode-timeout control;
Default value: 0;
Set the passive mode communication timeout time. When the inverter does not receive any communication within the time set by this register, the inverter will force the timeout action.
In particular, writing 0 to this register will disable the timeout function.","End User",
,"1185","4485 ","Passive_Timeout_Action","U16",,,0,1,"RW","Passive mode-timeout action;
0: Forced standby
1: Forced to restore to the energy storage mode before entering the passive mode","End User",
,"1186","4486 ","Passive_Rsvd1",,,,,,,"Passive mode-reserved 1","End User",
,"1187","4487 ","Passive_Manual_Gdes","I32",1,"W",-2147483648,"2147483647 ","RW","Manual mode expected grid power (Gdes);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1188",,,,,,,,,,"End User",
,"1189","4489 ","Passive_Manual_Blo","I32",1,"W",-2147483648,"2147483647 ","RW","The minimum charge and discharge power of the battery in Manual mode (Blo);
Positive value means charging;
Negative values indicate discharge.","End User",
,"118A",,,,,,,,,,"End User",
,"118B","4491 ","Passive_Manual_Bup","I32",1,"W",-2147483648,"2147483647 ","RW","The maximum charge and discharge power of the battery in Manual mode (Bup);
Positive value means charging;
Negative values indicate discharge.","End User",
,"118C",,,,,,,,,,"End User",
,"118D","4493 ","Passive_Manual_Gdzup","I32",1,"W",-2147483648,"2147483647 ","RW","Manual mode allows selling electric power (Gdzup);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"118E",,,,,,,,,,"End User",
,"118F","4495 ","Passive_Manual_Gdzlo","I32",1,"W",-2147483648,"2147483647 ","RW","Manual mode allows to buy electric power (Gdzlo);
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1190",,,,,,,,,,"End User",
,"1191","4497 ","Passive_Scheduler_Gdes_Ante","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode expected grid power (Gdes_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1192",,,,,,,,,,"End User",
,"1193","4499 ","Passive_Scheduler_Blo_Ante","I32",1,"W",-2147483648,"2147483647 ","RW","The minimum charge and discharge power of the battery in Scheduler mode (Blo_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1194",,,,,,,,,,"End User",
,"1195","4501 ","Passive_Scheduler_Bup_Ante","I32",1,"W",-2147483648,"2147483647 ","RW","The maximum charge and discharge power of the battery in Scheduler mode (Bup_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1196",,,,,,,,,,"End User",
,"1197","4503 ","Passive_Scheduler_Gdzup_Ante","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode allows to sell electric power (Gdzup_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"1198",,,,,,,,,,"End User",
,"1199","4505 ","Passive_Scheduler_Gdzlo_Ante","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode allows to buy electric power (Gdzlo_Ante);
The parameters of the planned task are valid during the planned time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"119A",,,,,,,,,,"End User",
,"119B","4507 ","Passive_Scheduler_Gdes_Post","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode expected grid power (Gdes_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"119C",,,,,,,,,,"End User",
,"119D","4509 ","Passive_Scheduler_Blo_Post","I32",1,"W",-2147483648,"2147483647 ","RW","The minimum charge and discharge power of the battery in Scheduler mode (Blo_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"119E",,,,,,,,,,"End User",
,"119F","4511 ","Passive_Scheduler_Bup_Post","I32",1,"W",-2147483648,"2147483647 ","RW","The maximum charge and discharge power of the battery in Scheduler mode (Bup_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"11A0",,,,,,,,,,"End User",
,"11A1","4513 ","Passive_Scheduler_Gdzup_Post","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode allows to sell electric power (Gdzup_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"11A2",,,,,,,,,,"End User",
,"11A3","4515 ","Passive_Scheduler_Gdzlo_Post","I32",1,"W",-2147483648,"2147483647 ","RW","Scheduler mode allows to buy electric power (Gdzlo_Post);
Schedule task parameters, valid after the scheduled time period.
A positive value indicates the power direction ""from the grid to the system"";
Negative values indicate the power direction ""from system to grid"".","End User",
,"11A4",,,,,,,,,,"End User",
,"11A5","4517 ","Passive_Scheduler_StartTime","U32",1,"Second",0,"4294967296 ","RW","Scheduler mode application expectation parameter setting value start time;
StartTime is in unix time format. Since the internal time of the system defaults to Greenwich Mean Time (GMT), when setting this parameter, you should pay attention to the local time zone of your country, StartTime=(local Unix Time)±(local time and UTC/GMT The number of seconds corresponding to the time difference)","End User",
,"11A6",,,,,,,,,,"End User",
,"11A7","4519 ","Passive_Scheduler_DurationTime","U32",1,"Second",0,"4294967296 ","RW","Scheduler mode application expects the duration of the parameter setting value (DurationTime)","End User",
,"11A8",,,,,,,,,,"End User",
,"11A9","4521 ","Passive_Scheduler_ManagementMode","U16",,,0,2,"RW","Scheduler mode management mode selection (ManagementMode);
0: Spontaneous self-use mode
1: Manual mode
2: Scheduler mode
Only 0, 1, 2 can be input, other data is invalid.","End User",
,"11AA",,,,,,,,,,,
,"11AB",,,,,,,,,,,
,"11AC",,,,,,,,,,,
,"11AD",,,,,,,,,,,
,"11AE",,,,,,,,,,,
,"11AF",,,,,,,,,,,
,"11B0",,,,,,,,,,,
,"11B1",,,,,,,,,,,
,"11B2",,,,,,,,,,,
,"11B3",,,,,,,,,,,
,"11B4",,,,,,,,,,,
,"11B5",,,,,,,,,,,
,"11B6",,,,,,,,,,,
,"11B7",,,,,,,,,,,
,"11B8",,,,,,,,,,,
,"11B9",,,,,,,,,,,
,"11BA",,,,,,,,,,,
,"11BB",,,,,,,,,,,
,"11BC",,,,,,,,,,,
,"11BD",,,,,,,,,,,
,"11BE",,,,,,,,,,,
,"11BF",,,,,,,,,,,
,"11C0","4544 ","AddressMask_Config_Remote4","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ","End User",
,"11C1",,,,,,,,,,"End User",
,"11C2",,,,,,,,,,"End User",
,"11C3",,,,,,,,,,"End User",
,"11C4",,,,,,,,,,,
,"11C5",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"The inverter returns a read-only result (0x1300-0x15FF)",,,,,,,,,,,,
,"1300","4864 ","AddressMask_Config_ReadOnly_Result1","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ",,
,"1301",,,,,,,,,,,
